synthetic_marker,sale_id,sale_date,dealer_id,salesperson_id,customer_id,vin_like,make,model,sale_price,margin
SYNTHETIC_FICTIONAL_DATA,SYN-SALE-0130,2026-05-08,SYN-DEALER-NORTH,SYN-REP-03,SYN-CUSTOMER-0130,SYNVIN00000000130,Example Automotive,Harbour,48000,8750
SYNTHETIC_FICTIONAL_DATA,SYN-SALE-0131,2026-06-11,SYN-DEALER-CENTRAL,SYN-REP-01,SYN-CUSTOMER-0131,SYNVIN00000000131,Fiction Motors,Comet,32500,2500
SYNTHETIC_FICTIONAL_DATA,SYN-SALE-0132,2026-06-15,SYN-DEALER-NORTH,SYN-REP-07,SYN-CUSTOMER-0132,SYNVIN00000000132,Sample Mobility,Banksia,40000,3500
SYNTHETIC_FICTIONAL_DATA,SYN-SALE-0133,2026-06-23,SYN-DEALER-NORTH,SYN-REP-01,SYN-CUSTOMER-0133,SYNVIN00000000133,Fiction Motors,Comet,31500,7750
SYNTHETIC_FICTIONAL_DATA,SYN-SALE-0134,2026-06-08,SYN-DEALER-NORTH,SYN-REP-02,SYN-CUSTOMER-0134,SYNVIN00000000134,Sample Mobility,Banksia,33500,3750
SYNTHETIC_FICTIONAL_DATA,SYN-SALE-0135,2026-06-26,SYN-DEALER-NORTH,SYN-REP-02,SYN-CUSTOMER-0135,SYNVIN00000000135,Example Automotive,Harbour,65000,2250
SYNTHETIC_FICTIONAL_DATA,SYN-SALE-0136,2026-06-08,SYN-DEALER-NORTH,SYN-REP-06,SYN-CUSTOMER-0136,SYNVIN00000000136,Fiction Motors,Comet,72000,3000
SYNTHETIC_FICTIONAL_DATA,SYN-SALE-0137,2026-06-25,SYN-DEALER-CENTRAL,SYN-REP-03,SYN-CUSTOMER-0137,SYNVIN00000000137,Example Automotive,Harbour,77500,2500
SYNTHETIC_FICTIONAL_DATA,SYN-SALE-0138,2026-06-22,SYN-DEALER-NORTH,SYN-REP-06,SYN-CUSTOMER-0138,SYNVIN00000000138,Sample Mobility,Banksia,55000,6750
SYNTHETIC_FICTIONAL_DATA,SYN-SALE-0139,2026-06-04,SYN-DEALER-NORTH,SYN-REP-04,SYN-CUSTOMER-0139,SYNVIN00000000139,Fiction Motors,Comet,65500,3500
SYNTHETIC_FICTIONAL_DATA,SYN-SALE-0140,2026-06-24,SYN-DEALER-CENTRAL,SYN-REP-06,SYN-CUSTOMER-0140,SYNVIN00000000140,Imaginary Vehicles,Wattle,76000,2250
SYNTHETIC_FICTIONAL_DATA,SYN-SALE-0141,2026-06-29,SYN-DEALER-NORTH,SYN-REP-08,SYN-CUSTOMER-0141,SYNVIN00000000141,Imaginary Vehicles,Wattle,46500,3000
SYNTHETIC_FICTIONAL_DATA,SYN-SALE-0142,2026-06-06,SYN-DEALER-CENTRAL,SYN-REP-04,SYN-CUSTOMER-0142,SYNVIN00000000142,Imaginary Vehicles,Wattle,44000,2250
SYNTHETIC_FICTIONAL_DATA,SYN-SALE-0143,2026-06-24,SYN-DEALER-NORTH,SYN-REP-06,SYN-CUSTOMER-0143,SYNVIN00000000143,Example Automotive,Harbour,28500,4750
SYNTHETIC_FICTIONAL_DATA,SYN-SALE-0144,2026-06-03,SYN-DEALER-NORTH,SYN-REP-07,SYN-CUSTOMER-0144,SYNVIN00000000144,Sample Mobility,Banksia,68000,7000
SYNTHETIC_FICTIONAL_DATA,SYN-SALE-0145,2026-06-08,SYN-DEALER-NORTH,SYN-REP-03,SYN-CUSTOMER-0145,SYNVIN00000000145,Fiction Motors,Comet,70500,6000
SYNTHETIC_FICTIONAL_DATA,SYN-SALE-0146,2026-06-17,SYN-DEALER-COAST,SYN-REP-06,SYN-CUSTOMER-0146,SYNVIN00000000146,Imaginary Vehicles,Wattle,84000,7250
SYNTHETIC_FICTIONAL_DATA,SYN-SALE-0147,2026-06-21,SYN-DEALER-NORTH,SYN-REP-07,SYN-CUSTOMER-0147,SYNVIN00000000147,Example Automotive,Harbour,49000,5500
SYNTHETIC_FICTIONAL_DATA,SYN-SALE-0148,2026-06-22,SYN-DEALER-NORTH,SYN-REP-07,SYN-CUSTOMER-0148,SYNVIN00000000148,Imaginary Vehicles,Wattle,36000,5500
